Month,Citizenship,Arrivals,Departures,Net,arrivals_sum,departures_sum,net_sum
2005-11-01,New Zealand,2751,3940,-1189,30269.0,54600.0,-24331.0
2005-11-01,Philippines,185,16,169,1585.0,184.0,1401.0
2005-11-01,South Africa,354,42,312,3939.0,550.0,3389.0
2005-11-01,Sri Lanka,20,14,6,448.0,142.0,306.0
2005-11-01,United Kingdom,1710,305,1405,14727.0,4772.0,9955.0
2005-11-01,Vietnam,25,47,-22,449.0,273.0,176.0
2005-12-01,China,259,821,-562,4936.0,5904.0,-968.0
2005-12-01,Fiji,481,57,424,4527.0,505.0,4022.0
2005-12-01,India,262,122,140,4292.0,1344.0,2948.0
2005-12-01,New Zealand,5108,5297,-189,30127.0,54652.0,-24525.0
2005-12-01,Philippines,196,44,152,1684.0,207.0,1477.0
2005-12-01,South Africa,305,78,227,3967.0,560.0,3407.0
2005-12-01,Sri Lanka,27,17,10,439.0,136.0,303.0
2005-12-01,United Kingdom,1312,422,890,14921.0,4805.0,10116.0
2005-12-01,Vietnam,16,46,-30,450.0,275.0,175.0
2006-01-01,China,382,510,-128,4805.0,5886.0,-1081.0
2006-01-01,Fiji,424,40,384,4445.0,489.0,3956.0
2006-01-01,India,284,91,193,4248.0,1336.0,2912.0
2006-01-01,New Zealand,2910,4992,-2082,30136.0,54816.0,-24680.0
2006-01-01,Philippines,265,19,246,1861.0,207.0,1654.0
2006-01-01,South Africa,422,52,370,4060.0,556.0,3504.0
2006-01-01,Sri Lanka,54,7,47,441.0,129.0,312.0
2006-01-01,United Kingdom,2027,350,1677,15304.0,4816.0,10488.0
2006-01-01,Vietnam,31,12,19,445.0,266.0,179.0
2006-02-01,China,743,242,501,4924.0,5717.0,-793.0
2006-02-01,Fiji,482,32,450,4510.0,482.0,4028.0
2006-02-01,India,554,98,456,4266.0,1326.0,2940.0
2006-02-01,New Zealand,2268,4358,-2090,30113.0,54731.0,-24618.0
2006-02-01,Philippines,223,13,210,1961.0,208.0,1753.0
2006-02-01,South Africa,383,48,335,4065.0,573.0,3492.0
2006-02-01,Sri Lanka,66,11,55,469.0,132.0,337.0
2006-02-01,United Kingdom,1146,318,828,15398.0,4806.0,10592.0
2006-02-01,Vietnam,35,24,11,442.0,270.0,172.0
2006-03-01,China,479,315,164,4977.0,5643.0,-666.0
2006-03-01,Fiji,332,37,295,4532.0,487.0,4045.0
2006-03-01,India,380,67,313,4266.0,1271.0,2995.0
2006-03-01,New Zealand,1917,4710,-2793,30180.0,54435.0,-24255.0
2006-03-01,Philippines,265,27,238,2136.0,220.0,1916.0
2006-03-01,South Africa,379,48,331,4134.0,574.0,3560.0
2006-03-01,Sri Lanka,45,14,31,477.0,129.0,348.0
2006-03-01,United Kingdom,1154,463,691,15533.0,4732.0,10801.0
2006-03-01,Vietnam,22,17,5,439.0,269.0,170.0
2006-04-01,China,355,333,22,5013.0,5656.0,-643.0
2006-04-01,Fiji,390,36,354,4600.0,481.0,4119.0
2006-04-01,India,324,114,210,4245.0,1276.0,2969.0
2006-04-01,New Zealand,1786,5058,-3272,30115.0,54474.0,-24359.0
2006-04-01,Philippines,251,27,224,2254.0,231.0,2023.0
2006-04-01,South Africa,331,50,281,4186.0,597.0,3589.0
2006-04-01,Sri Lanka,38,2,36,478.0,122.0,356.0
2006-04-01,United Kingdom,1053,517,536,15576.0,4747.0,10829.0
2006-04-01,Vietnam,10,13,-3,414.0,270.0,144.0
2006-05-01,China,317,282,35,5016.0,5636.0,-620.0
2006-05-01,Fiji,316,38,278,4549.0,490.0,4059.0
2006-05-01,India,357,87,270,4181.0,1260.0,2921.0
2006-05-01,New Zealand,1665,4900,-3235,30060.0,54558.0,-24498.0
2006-05-01,Philippines,271,15,256,2363.0,237.0,2126.0
2006-05-01,South Africa,317,46,271,4196.0,609.0,3587.0
2006-05-01,Sri Lanka,33,11,22,488.0,126.0,362.0
2006-05-01,United Kingdom,944,568,376,15573.0,4860.0,10713.0
2006-05-01,Vietnam,22,8,14,375.0,261.0,114.0
2006-06-01,China,420,476,-56,5079.0,5565.0,-486.0
2006-06-01,Fiji,303,32,271,4545.0,479.0,4066.0
2006-06-01,India,382,107,275,4244.0,1262.0,2982.0
2006-06-01,New Zealand,1839,4790,-2951,29967.0,55001.0,-25034.0
2006-06-01,Philippines,325,22,303,2541.0,248.0,2293.0
2006-06-01,South Africa,333,58,275,4185.0,619.0,3566.0
2006-06-01,Sri Lanka,45,6,39,492.0,122.0,370.0
2006-06-01,United Kingdom,1051,424,627,15630.0,4862.0,10768.0
2006-06-01,Vietnam,25,17,8,374.0,252.0,122.0
2006-07-01,China,629,535,94,5131.0,5420.0,-289.0
2006-07-01,Fiji,415,51,364,4600.0,490.0,4110.0
2006-07-01,India,628,114,514,4407.0,1257.0,3150.0
2006-07-01,New Zealand,2160,4741,-2581,29998.0,54922.0,-24924.0
2006-07-01,Philippines,286,9,277,2681.0,232.0,2449.0
2006-07-01,South Africa,342,56,286,4223.0,615.0,3608.0
2006-07-01,Sri Lanka,36,16,20,472.0,125.0,347.0
2006-07-01,United Kingdom,1050,521,529,15687.0,4935.0,10752.0
2006-07-01,Vietnam,58,32,26,375.0,255.0,120.0
2006-08-01,China,461,436,25,5128.0,5453.0,-325.0
2006-08-01,Fiji,336,41,295,4521.0,478.0,4043.0
2006-08-01,India,346,85,261,4382.0,1258.0,3124.0
2006-08-01,New Zealand,2243,4641,-2398,29989.0,55456.0,-25467.0
2006-08-01,Philippines,364,14,350,2934.0,231.0,2703.0
2006-08-01,South Africa,414,55,359,4304.0,618.0,3686.0
2006-08-01,Sri Lanka,53,4,49,471.0,120.0,351.0
2006-08-01,United Kingdom,1456,356,1100,15876.0,4920.0,10956.0
2006-08-01,Vietnam,40,22,18,360.0,266.0,94.0
2006-09-01,China,518,448,70,5232.0,5509.0,-277.0
2006-09-01,Fiji,386,37,349,4527.0,475.0,4052.0
2006-09-01,India,300,91,209,4430.0,1240.0,3190.0
2006-09-01,New Zealand,2698,4616,-1918,30061.0,56009.0,-25948.0
2006-09-01,Philippines,356,15,341,3159.0,234.0,2925.0
2006-09-01,South Africa,389,50,339,4348.0,625.0,3723.0
2006-09-01,Sri Lanka,38,9,29,491.0,119.0,372.0
2006-09-01,United Kingdom,1744,328,1416,16091.0,4918.0,11173.0
2006-09-01,Vietnam,22,13,9,334.0,265.0,69.0
2006-10-01,China,407,323,84,5306.0,5461.0,-155.0
2006-10-01,Fiji,356,46,310,4562.0,490.0,4072.0
2006-10-01,India,305,118,187,4430.0,1245.0,3185.0
2006-10-01,New Zealand,2644,4373,-1729,29989.0,56416.0,-26427.0
2006-10-01,Philippines,458,8,450,3445.0,229.0,3216.0
2006-10-01,South Africa,310,42,268,4279.0,625.0,3654.0
2006-10-01,Sri Lanka,27,17,10,482.0,128.0,354.0
2006-10-01,United Kingdom,1749,385,1364,16396.0,4957.0,11439.0
2006-10-01,Vietnam,15,17,-2,321.0,268.0,53.0
2006-11-01,China,484,746,-262,5454.0,5467.0,-13.0
2006-11-01,Fiji,396,35,361,4617.0,482.0,4135.0
2006-11-01,India,340,168,172,4462.0,1262.0,3200.0
2006-11-01,New Zealand,3009,4329,-1320,30247.0,56805.0,-26558.0
2006-11-01,Philippines,517,23,494,3777.0,236.0,3541.0
2006-11-01,South Africa,472,69,403,4397.0,652.0,3745.0
2006-11-01,Sri Lanka,42,14,28,504.0,128.0,376.0
2006-11-01,United Kingdom,1648,356,1292,16334.0,5008.0,11326.0
2006-11-01,Vietnam,36,38,-2,332.0,259.0,73.0
2006-12-01,China,312,711,-399,5507.0,5357.0,150.0
2006-12-01,Fiji,618,62,556,4754.0,487.0,4267.0
2006-12-01,India,278,144,134,4478.0,1284.0,3194.0
2006-12-01,New Zealand,4801,5835,-1034,29940.0,57343.0,-27403.0
2006-12-01,Philippines,437,54,383,4018.0,246.0,3772.0
2006-12-01,South Africa,432,82,350,4524.0,656.0,3868.0
2006-12-01,Sri Lanka,59,20,39,536.0,131.0,405.0
2006-12-01,United Kingdom,1097,520,577,16119.0,5106.0,11013.0
2006-12-01,Vietnam,19,38,-19,335.0,251.0,84.0
2007-01-01,China,507,469,38,5632.0,5316.0,316.0
2007-01-01,Fiji,438,40,398,4768.0,487.0,4281.0
2007-01-01,India,382,99,283,4576.0,1292.0,3284.0
2007-01-01,New Zealand,2784,5564,-2780,29814.0,57915.0,-28101.0
2007-01-01,Philippines,358,21,337,4111.0,248.0,3863.0
2007-01-01,South Africa,506,64,442,4608.0,668.0,3940.0
2007-01-01,Sri Lanka,74,13,61,556.0,137.0,419.0
2007-01-01,United Kingdom,1796,367,1429,15888.0,5123.0,10765.0
2007-01-01,Vietnam,40,10,30,344.0,249.0,95.0
2007-02-01,China,562,418,144,5451.0,5492.0,-41.0
2007-02-01,Fiji,405,43,362,4691.0,498.0,4193.0
2007-02-01,India,717,98,619,4739.0,1292.0,3447.0
2007-02-01,New Zealand,2260,5274,-3014,29806.0,58831.0,-29025.0
2007-02-01,Philippines,391,16,375,4279.0,251.0,4028.0
2007-02-01,South Africa,506,54,452,4731.0,674.0,4057.0
2007-02-01,Sri Lanka,70,8,62,560.0,134.0,426.0
2007-02-01,United Kingdom,1084,363,721,15826.0,5168.0,10658.0
2007-02-01,Vietnam,38,13,25,347.0,238.0,109.0
2007-03-01,China,472,322,150,5444.0,5499.0,-55.0
2007-03-01,Fiji,451,38,413,4810.0,499.0,4311.0
2007-03-01,India,516,118,398,4875.0,1343.0,3532.0
2007-03-01,New Zealand,1852,5586,-3734,29741.0,59707.0,-29966.0
2007-03-01,Philippines,572,19,553,4586.0,243.0,4343.0
2007-03-01,South Africa,543,64,479,4895.0,690.0,4205.0
2007-03-01,Sri Lanka,63,14,49,578.0,134.0,444.0
2007-03-01,United Kingdom,1000,520,480,15672.0,5225.0,10447.0
2007-03-01,Vietnam,35,10,25,360.0,231.0,129.0
2007-04-01,China,347,315,32,5436.0,5481.0,-45.0
2007-04-01,Fiji,395,42,353,4815.0,505.0,4310.0
2007-04-01,India,391,72,319,4942.0,1301.0,3641.0
2007-04-01,New Zealand,1661,5720,-4059,29616.0,60369.0,-30753.0
2007-04-01,Philippines,453,16,437,4788.0,232.0,4556.0
2007-04-01,South Africa,381,47,334,4945.0,687.0,4258.0
2007-04-01,Sri Lanka,64,10,54,604.0,142.0,462.0
2007-04-01,United Kingdom,1006,544,462,15625.0,5252.0,10373.0
2007-04-01,Vietnam,35,12,23,385.0,230.0,155.0
2007-05-01,China,291,317,-26,5410.0,5516.0,-106.0
2007-05-01,Fiji,367,35,332,4866.0,502.0,4364.0
2007-05-01,India,369,88,281,4954.0,1302.0,3652.0
2007-05-01,New Zealand,1680,5906,-4226,29631.0,61375.0,-31744.0
2007-05-01,Philippines,480,23,457,4997.0,240.0,4757.0
2007-05-01,South Africa,408,51,357,5036.0,692.0,4344.0
2007-05-01,Sri Lanka,53,4,49,624.0,135.0,489.0
2007-05-01,United Kingdom,924,606,318,15605.0,5290.0,10315.0
2007-05-01,Vietnam,20,11,9,383.0,233.0,150.0
2007-06-01,China,446,386,60,5436.0,5426.0,10.0
2007-06-01,Fiji,408,37,371,4971.0,507.0,4464.0
2007-06-01,India,471,79,392,5043.0,1274.0,3769.0
2007-06-01,New Zealand,1800,5472,-3672,29592.0,62057.0,-32465.0
2007-06-01,Philippines,544,21,523,5216.0,239.0,4977.0
2007-06-01,South Africa,430,51,379,5133.0,685.0,4448.0
2007-06-01,Sri Lanka,57,12,45,636.0,141.0,495.0
2007-06-01,United Kingdom,980,490,490,15534.0,5356.0,10178.0
2007-06-01,Vietnam,34,14,20,392.0,230.0,162.0
2007-07-01,China,580,519,61,5387.0,5410.0,-23.0
2007-07-01,Fiji,365,25,340,4921.0,481.0,4440.0
2007-07-01,India,810,98,712,5225.0,1258.0,3967.0
2007-07-01,New Zealand,1902,5338,-3436,29334.0,62654.0,-33320.0
2007-07-01,Philippines,433,35,398,5363.0,265.0,5098.0
2007-07-01,South Africa,377,61,316,5168.0,690.0,4478.0
2007-07-01,Sri Lanka,71,17,54,671.0,142.0,529.0
2007-07-01,United Kingdom,994,528,466,15478.0,5363.0,10115.0
2007-07-01,Vietnam,71,20,51,405.0,218.0,187.0
2007-08-01,China,548,410,138,5474.0,5384.0,90.0
2007-08-01,Fiji,387,42,345,4972.0,482.0,4490.0
2007-08-01,India,512,115,397,5391.0,1288.0,4103.0
2007-08-01,New Zealand,2258,5245,-2987,29349.0,63258.0,-33909.0
2007-08-01,Philippines,568,18,550,5567.0,269.0,5298.0
2007-08-01,South Africa,548,42,506,5302.0,677.0,4625.0
2007-08-01,Sri Lanka,61,4,57,679.0,142.0,537.0
2007-08-01,United Kingdom,1345,422,923,15367.0,5429.0,9938.0
2007-08-01,Vietnam,43,23,20,408.0,219.0,189.0
2007-09-01,China,544,380,164,5500.0,5316.0,184.0
2007-09-01,Fiji,491,32,459,5077.0,477.0,4600.0
2007-09-01,India,535,121,414,5626.0,1318.0,4308.0
2007-09-01,New Zealand,2557,5073,-2516,29208.0,63715.0,-34507.0
2007-09-01,Philippines,577,19,558,5788.0,273.0,5515.0
2007-09-01,South Africa,431,52,379,5344.0,679.0,4665.0
2007-09-01,Sri Lanka,74,2,72,715.0,135.0,580.0
2007-09-01,United Kingdom,1512,353,1159,15135.0,5454.0,9681.0
2007-09-01,Vietnam,29,10,19,415.0,216.0,199.0
2007-10-01,China,494,357,137,5587.0,5350.0,237.0
2007-10-01,Fiji,387,27,360,5108.0,458.0,4650.0
2007-10-01,India,404,137,267,5725.0,1337.0,4388.0
2007-10-01,New Zealand,2692,4543,-1851,29256.0,63885.0,-34629.0
2007-10-01,Philippines,432,18,414,5762.0,283.0,5479.0
2007-10-01,South Africa,432,64,368,5466.0,701.0,4765.0
2007-10-01,Sri Lanka,40,4,36,728.0,122.0,606.0
2007-10-01,United Kingdom,1265,362,903,14651.0,5431.0,9220.0
2007-10-01,Vietnam,41,11,30,441.0,210.0,231.0
2007-11-01,China,457,614,-157,5560.0,5218.0,342.0
2007-11-01,Fiji,457,40,417,5169.0,463.0,4706.0
2007-11-01,India,425,127,298,5810.0,1296.0,4514.0
2007-11-01,New Zealand,2994,4977,-1983,29241.0,64533.0,-35292.0
2007-11-01,Philippines,434,27,407,5679.0,287.0,5392.0
2007-11-01,South Africa,580,62,518,5574.0,694.0,4880.0
2007-11-01,Sri Lanka,51,17,34,737.0,125.0,612.0
2007-11-01,United Kingdom,1400,388,1012,14403.0,5463.0,8940.0
2007-11-01,Vietnam,27,32,-5,432.0,204.0,228.0
2007-12-01,China,387,713,-326,5635.0,5220.0,415.0
2007-12-01,Fiji,712,69,643,5263.0,470.0,4793.0
2007-12-01,India,444,145,299,5976.0,1297.0,4679.0
2007-12-01,New Zealand,4554,6590,-2036,28994.0,65288.0,-36294.0
2007-12-01,Philippines,423,45,378,5665.0,278.0,5387.0
2007-12-01,South Africa,493,68,425,5635.0,680.0,4955.0
2007-12-01,Sri Lanka,69,15,54,747.0,120.0,627.0
2007-12-01,United Kingdom,966,508,458,14272.0,5451.0,8821.0
2007-12-01,Vietnam,32,45,-13,445.0,211.0,234.0
2008-01-01,China,513,434,79,5641.0,5185.0,456.0
2008-01-01,Fiji,475,57,418,5300.0,487.0,4813.0
2008-01-01,India,557,105,452,6151.0,1303.0,4848.0
2008-01-01,New Zealand,2633,6070,-3437,28843.0,65794.0,-36951.0
2008-01-01,Philippines,372,34,338,5679.0,291.0,5388.0
2008-01-01,South Africa,629,53,576,5758.0,669.0,5089.0
2008-01-01,Sri Lanka,82,9,73,755.0,116.0,639.0
2008-01-01,United Kingdom,1555,321,1234,14031.0,5405.0,8626.0
2008-01-01,Vietnam,43,22,21,448.0,223.0,225.0
2008-02-01,China,777,312,465,5856.0,5079.0,777.0
2008-02-01,Fiji,477,52,425,5372.0,496.0,4876.0
2008-02-01,India,1313,107,1206,6747.0,1312.0,5435.0
2008-02-01,New Zealand,2241,5976,-3735,28824.0,66496.0,-37672.0
2008-02-01,Philippines,591,33,558,5879.0,308.0,5571.0
2008-02-01,South Africa,748,61,687,6000.0,676.0,5324.0
2008-02-01,Sri Lanka,81,12,69,766.0,120.0,646.0
2008-02-01,United Kingdom,1096,420,676,14043.0,5462.0,8581.0
2008-02-01,Vietnam,63,24,39,473.0,234.0,239.0
2008-03-01,China,569,303,266,5953.0,5060.0,893.0
2008-03-01,Fiji,399,39,360,5320.0,497.0,4823.0
2008-03-01,India,588,102,486,6819.0,1296.0,5523.0
2008-03-01,New Zealand,1791,5790,-3999,28763.0,66700.0,-37937.0
2008-03-01,Philippines,556,29,527,5863.0,318.0,5545.0
2008-03-01,South Africa,680,56,624,6137.0,668.0,5469.0
2008-03-01,Sri Lanka,108,8,100,811.0,114.0,697.0
2008-03-01,United Kingdom,825,531,294,13868.0,5473.0,8395.0
2008-03-01,Vietnam,44,13,31,482.0,237.0,245.0
2008-04-01,China,423,320,103,6029.0,5065.0,964.0
2008-04-01,Fiji,468,27,441,5393.0,482.0,4911.0
2008-04-01,India,495,140,355,6923.0,1364.0,5559.0
2008-04-01,New Zealand,1672,5900,-4228,28774.0,66880.0,-38106.0
2008-04-01,Philippines,595,29,566,6005.0,331.0,5674.0
2008-04-01,South Africa,717,52,665,6473.0,673.0,5800.0
2008-04-01,Sri Lanka,108,9,99,855.0,113.0,742.0
2008-04-01,United Kingdom,877,534,343,13739.0,5463.0,8276.0
2008-04-01,Vietnam,39,6,33,486.0,231.0,255.0
2008-05-01,China,435,310,125,6173.0,5058.0,1115.0
2008-05-01,Fiji,503,42,461,5529.0,489.0,5040.0
2008-05-01,India,583,85,498,7137.0,1361.0,5776.0
2008-05-01,New Zealand,1741,6060,-4319,28835.0,67034.0,-38199.0
2008-05-01,Philippines,635,30,605,6160.0,338.0,5822.0
2008-05-01,South Africa,712,67,645,6777.0,689.0,6088.0
2008-05-01,Sri Lanka,81,10,71,883.0,119.0,764.0
2008-05-01,United Kingdom,779,587,192,13594.0,5444.0,8150.0
2008-05-01,Vietnam,43,10,33,509.0,230.0,279.0
2008-06-01,China,475,376,99,6202.0,5048.0,1154.0
2008-06-01,Fiji,502,56,446,5623.0,508.0,5115.0
2008-06-01,India,544,120,424,7210.0,1402.0,5808.0
2008-06-01,New Zealand,1879,5902,-4023,28914.0,67464.0,-38550.0
2008-06-01,Philippines,729,29,700,6345.0,346.0,5999.0
2008-06-01,South Africa,706,49,657,7053.0,687.0,6366.0
2008-06-01,Sri Lanka,83,16,67,909.0,123.0,786.0
2008-06-01,United Kingdom,867,516,351,13481.0,5470.0,8011.0
2008-06-01,Vietnam,55,18,37,530.0,234.0,296.0
2008-07-01,China,914,503,411,6536.0,5032.0,1504.0
2008-07-01,Fiji,540,60,480,5798.0,543.0,5255.0
2008-07-01,India,1151,121,1030,7551.0,1425.0,6126.0
2008-07-01,New Zealand,2052,5553,-3501,29064.0,67679.0,-38615.0
2008-07-01,Philippines,618,30,588,6530.0,341.0,6189.0
2008-07-01,South Africa,540,56,484,7216.0,682.0,6534.0
2008-07-01,Sri Lanka,115,12,103,953.0,118.0,835.0
2008-07-01,United Kingdom,851,549,302,13338.0,5491.0,7847.0
2008-07-01,Vietnam,110,19,91,569.0,233.0,336.0
2008-08-01,China,651,337,314,6639.0,4959.0,1680.0
2008-08-01,Fiji,638,53,585,6049.0,554.0,5495.0
2008-08-01,India,640,109,531,7679.0,1419.0,6260.0
2008-08-01,New Zealand,2285,5756,-3471,29091.0,68190.0,-39099.0
2008-08-01,Philippines,677,24,653,6639.0,347.0,6292.0
2008-08-01,South Africa,766,62,704,7434.0,702.0,6732.0
2008-08-01,Sri Lanka,96,13,83,988.0,127.0,861.0
2008-08-01,United Kingdom,1075,442,633,13068.0,5511.0,7557.0
2008-08-01,Vietnam,71,17,54,597.0,227.0,370.0
2008-09-01,China,541,385,156,6636.0,4964.0,1672.0
2008-09-01,Fiji,392,46,346,5950.0,568.0,5382.0
2008-09-01,India,673,128,545,7817.0,1426.0,6391.0
2008-09-01,New Zealand,2565,4996,-2431,29099.0,68113.0,-39014.0
2008-09-01,Philippines,544,34,510,6606.0,362.0,6244.0
2008-09-01,South Africa,607,46,561,7610.0,696.0,6914.0
2008-09-01,Sri Lanka,91,12,79,1005.0,137.0,868.0
2008-09-01,United Kingdom,1234,329,905,12790.0,5487.0,7303.0
2008-09-01,Vietnam,79,11,68,647.0,228.0,419.0
2008-10-01,China,597,368,229,6739.0,4975.0,1764.0
2008-10-01,Fiji,383,38,345,5946.0,579.0,5367.0
2008-10-01,India,564,110,454,7977.0,1399.0,6578.0
2008-10-01,New Zealand,2889,5044,-2155,29296.0,68614.0,-39318.0
2008-10-01,Philippines,442,43,399,6616.0,387.0,6229.0
2008-10-01,South Africa,514,69,445,7692.0,701.0,6991.0
2008-10-01,Sri Lanka,90,9,81,1055.0,142.0,913.0
2008-10-01,United Kingdom,1234,446,788,12759.0,5571.0,7188.0
2008-10-01,Vietnam,66,16,50,672.0,233.0,439.0
2008-11-01,China,492,614,-122,6774.0,4975.0,1799.0
2008-11-01,Fiji,492,51,441,5981.0,590.0,5391.0
2008-11-01,India,547,186,361,8099.0,1458.0,6641.0
2008-11-01,New Zealand,3001,5129,-2128,29303.0,68766.0,-39463.0
2008-11-01,Philippines,424,34,390,6606.0,394.0,6212.0
2008-11-01,South Africa,646,77,569,7758.0,716.0,7042.0
2008-11-01,Sri Lanka,98,22,76,1102.0,147.0,955.0
2008-11-01,United Kingdom,1217,387,830,12576.0,5570.0,7006.0
2008-11-01,Vietnam,52,36,16,697.0,237.0,460.0
2008-12-01,China,345,578,-233,6732.0,4840.0,1892.0
2008-12-01,Fiji,829,73,756,6098.0,594.0,5504.0
2008-12-01,India,361,136,225,8016.0,1449.0,6567.0
2008-12-01,New Zealand,5010,5955,-945,29759.0,68131.0,-38372.0
2008-12-01,Philippines,397,84,313,6580.0,433.0,6147.0
2008-12-01,South Africa,566,66,500,7831.0,714.0,7117.0
2008-12-01,Sri Lanka,58,11,47,1091.0,143.0,948.0
2008-12-01,United Kingdom,946,456,490,12556.0,5518.0,7038.0
2008-12-01,Vietnam,27,51,-24,692.0,243.0,449.0
2009-01-01,China,496,463,33,6715.0,4869.0,1846.0
2009-01-01,Fiji,807,57,750,6430.0,594.0,5836.0
2009-01-01,India,607,92,515,8066.0,1436.0,6630.0
2009-01-01,New Zealand,2941,5603,-2662,30067.0,67664.0,-37597.0
2009-01-01,Philippines,335,30,305,6543.0,429.0,6114.0
2009-01-01,South Africa,548,51,497,7750.0,712.0,7038.0
2009-01-01,Sri Lanka,87,17,70,1096.0,151.0,945.0
2009-01-01,United Kingdom,1362,320,1042,12363.0,5517.0,6846.0
2009-01-01,Vietnam,45,20,25,694.0,241.0,453.0
2009-02-01,China,947,237,710,6885.0,4794.0,2091.0
2009-02-01,Fiji,563,55,508,6516.0,597.0,5919.0
2009-02-01,India,1549,120,1429,8302.0,1449.0,6853.0
2009-02-01,New Zealand,2493,4460,-1967,30319.0,66148.0,-35829.0
2009-02-01,Philippines,413,55,358,6365.0,451.0,5914.0
2009-02-01,South Africa,550,60,490,7552.0,711.0,6841.0
2009-02-01,Sri Lanka,56,12,44,1071.0,151.0,920.0
2009-02-01,United Kingdom,845,362,483,12112.0,5459.0,6653.0
2009-02-01,Vietnam,98,8,90,729.0,225.0,504.0
2009-03-01,China,626,347,279,6942.0,4838.0,2104.0
2009-03-01,Fiji,414,53,361,6531.0,611.0,5920.0
2009-03-01,India,758,158,600,8472.0,1505.0,6967.0
2009-03-01,New Zealand,2054,4611,-2557,30582.0,64969.0,-34387.0
2009-03-01,Philippines,327,57,270,6136.0,479.0,5657.0
2009-03-01,South Africa,364,67,297,7236.0,722.0,6514.0
2009-03-01,Sri Lanka,83,9,74,1046.0,152.0,894.0
2009-03-01,United Kingdom,704,577,127,11991.0,5505.0,6486.0
2009-03-01,Vietnam,62,13,49,747.0,225.0,522.0
2009-04-01,China,475,279,196,6994.0,4797.0,2197.0
2009-04-01,Fiji,340,52,288,6403.0,636.0,5767.0
2009-04-01,India,550,136,414,8527.0,1501.0,7026.0
2009-04-01,New Zealand,1864,4134,-2270,30774.0,63203.0,-32429.0
2009-04-01,Philippines,390,48,342,5931.0,498.0,5433.0
2009-04-01,South Africa,260,60,200,6779.0,730.0,6049.0
2009-04-01,Sri Lanka,35,7,28,973.0,150.0,823.0
2009-04-01,United Kingdom,702,452,250,11816.0,5423.0,6393.0
2009-04-01,Vietnam,40,3,37,748.0,222.0,526.0
2009-05-01,China,483,299,184,7042.0,4786.0,2256.0
2009-05-01,Fiji,447,61,386,6347.0,655.0,5692.0
2009-05-01,India,595,136,459,8539.0,1552.0,6987.0
2009-05-01,New Zealand,1952,3985,-2033,30985.0,61128.0,-30143.0
2009-05-01,Philippines,408,47,361,5704.0,515.0,5189.0
2009-05-01,South Africa,292,67,225,6359.0,730.0,5629.0
2009-05-01,Sri Lanka,43,14,29,935.0,154.0,781.0
2009-05-01,United Kingdom,558,514,44,11595.0,5350.0,6245.0
2009-05-01,Vietnam,46,13,33,751.0,225.0,526.0
2009-06-01,China,523,381,142,7090.0,4791.0,2299.0
2009-06-01,Fiji,294,101,193,6139.0,700.0,5439.0
2009-06-01,India,588,127,461,8583.0,1559.0,7024.0
2009-06-01,New Zealand,2130,3709,-1579,31236.0,58935.0,-27699.0
2009-06-01,Philippines,407,70,337,5382.0,556.0,4826.0
2009-06-01,South Africa,221,89,132,5874.0,770.0,5104.0
2009-06-01,Sri Lanka,60,19,41,912.0,157.0,755.0
2009-06-01,United Kingdom,725,498,227,11453.0,5332.0,6121.0
2009-06-01,Vietnam,42,14,28,738.0,221.0,517.0
2009-07-01,China,970,504,466,7146.0,4792.0,2354.0
2009-07-01,Fiji,334,101,233,5933.0,741.0,5192.0
2009-07-01,India,1168,162,1006,8600.0,1600.0,7000.0
2009-07-01,New Zealand,2358,3821,-1463,31542.0,57203.0,-25661.0
2009-07-01,Philippines,339,52,287,5103.0,578.0,4525.0
2009-07-01,South Africa,206,82,124,5540.0,796.0,4744.0
2009-07-01,Sri Lanka,85,8,77,882.0,153.0,729.0
2009-07-01,United Kingdom,632,505,127,11234.0,5288.0,5946.0
2009-07-01,Vietnam,127,15,112,755.0,217.0,538.0
2009-08-01,China,783,415,368,7278.0,4870.0,2408.0
2009-08-01,Fiji,313,104,209,5608.0,792.0,4816.0
2009-08-01,India,552,168,384,8512.0,1659.0,6853.0
2009-08-01,New Zealand,2495,3538,-1043,31752.0,54985.0,-23233.0
2009-08-01,Philippines,303,71,232,4729.0,625.0,4104.0
2009-08-01,South Africa,209,87,122,4983.0,821.0,4162.0
2009-08-01,Sri Lanka,46,14,32,832.0,154.0,678.0
2009-08-01,United Kingdom,828,426,402,10987.0,5272.0,5715.0
2009-08-01,Vietnam,64,14,50,748.0,214.0,534.0
2009-09-01,China,715,437,278,7452.0,4922.0,2530.0
2009-09-01,Fiji,295,83,212,5511.0,829.0,4682.0
2009-09-01,India,674,139,535,8513.0,1670.0,6843.0
2009-09-01,New Zealand,2693,3373,-680,31880.0,53362.0,-21482.0
2009-09-01,Philippines,342,45,297,4527.0,636.0,3891.0
2009-09-01,South Africa,170,110,60,4546.0,885.0,3661.0
2009-09-01,Sri Lanka,58,14,44,799.0,156.0,643.0
2009-09-01,United Kingdom,1049,362,687,10802.0,5305.0,5497.0
2009-09-01,Vietnam,73,12,61,742.0,215.0,527.0
2009-10-01,China,619,342,277,7474.0,4896.0,2578.0
2009-10-01,Fiji,204,70,134,5332.0,861.0,4471.0
2009-10-01,India,571,164,407,8520.0,1724.0,6796.0
2009-10-01,New Zealand,3068,3288,-220,32059.0,51606.0,-19547.0
2009-10-01,Philippines,227,57,170,4312.0,650.0,3662.0
